timestamp,participant,cardId,question,difficulty,correct_answer,correct_side,participants_side_choice,Robot,gazeDecision,move_duration
2025-04-02T10:59:40.884922+00:00,678,100,Nutella is produced by the German company Ferrero.,easy,False,right,right,Peter condition,right,7.616
2025-04-02T10:59:40.884922+00:00,678,100,Nutella is produced by the German company Ferrero.,easy,False,right,right,Peter condition,right,7.616
2025-04-02T11:00:01.877082+00:00,678,99,The human digestive system breaks down food into nutrients.,hard,True,left,right,Peter condition,left,18.069
2025-04-02T11:00:01.877082+00:00,678,99,The human digestive system breaks down food into nutrients.,hard,True,left,right,Peter condition,left,18.069
2025-04-02T11:00:09.044563+00:00,678,98,French is an official language in Canada.,easy,True,left,left,Peter condition,left,3.117
2025-04-02T11:00:09.044563+00:00,678,98,French is an official language in Canada.,easy,True,left,left,Peter condition,left,3.117
2025-04-02T11:00:20.344668+00:00,678,97,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,left,Peter condition,left,7.659
2025-04-02T11:00:20.344668+00:00,678,97,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,left,Peter condition,left,7.659
2025-04-02T11:00:29.831468+00:00,678,96,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Peter condition,left,6.905
2025-04-02T11:00:29.831468+00:00,678,96,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Peter condition,left,6.905
2025-04-02T11:00:43.351780+00:00,678,95,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,right,Peter condition,left,10.801
2025-04-02T11:00:43.351780+00:00,678,95,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,right,Peter condition,left,10.801
2025-04-02T11:00:51.137186+00:00,678,94,Coral reefs are located underwater.,easy,True,left,left,Peter condition,left,4.461
2025-04-02T11:00:51.137186+00:00,678,94,Coral reefs are located underwater.,easy,True,left,left,Peter condition,left,4.461
2025-04-02T11:01:03.419331+00:00,678,93,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Peter condition,left,9.364
2025-04-02T11:01:03.419331+00:00,678,93,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Peter condition,left,9.364
2025-04-02T11:01:31.586262+00:00,678,92,Human digestion begins in the hand and ends in the large intestine,hard,False,right,right,Peter condition,right,3.423
2025-04-02T11:01:31.586262+00:00,678,92,Human digestion begins in the hand and ends in the large intestine,hard,False,right,right,Peter condition,right,3.423
2025-04-02T11:01:35.641371+00:00,678,91,The color orange is named after the fruit.,easy,True,left,left,Peter condition,left,2.052
2025-04-02T11:01:35.641371+00:00,678,91,The color orange is named after the fruit.,easy,True,left,left,Peter condition,left,2.052
2025-04-02T11:01:45.097246+00:00,678,90,The Sun rises from the North.,easy,False,right,left,Peter condition,left,6.699
2025-04-02T11:01:45.097246+00:00,678,90,The Sun rises from the North.,easy,False,right,left,Peter condition,left,6.699
2025-04-02T11:01:52.369070+00:00,678,89,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,right,Peter condition,right,4.861
2025-04-02T11:01:52.369070+00:00,678,89,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,right,Peter condition,right,4.861
2025-04-02T11:01:58.509832+00:00,678,88,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,right,Peter condition,right,3.792
2025-04-02T11:01:58.509832+00:00,678,88,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,right,Peter condition,right,3.792
2025-04-02T11:02:14.831768+00:00,678,87,The Sun is more massive than earth,easy,True,left,left,Peter condition,right,14.265
2025-04-02T11:02:14.831768+00:00,678,87,The Sun is more massive than earth,easy,True,left,left,Peter condition,right,14.265
2025-04-02T11:02:27.898654+00:00,678,86,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Peter condition,left,11.063
2025-04-02T11:02:27.898654+00:00,678,86,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Peter condition,left,11.063
2025-04-02T11:02:35.886828+00:00,678,85,When you cry in space your tears stick to your face.,easy,True,left,left,Peter condition,left,5.064
2025-04-02T11:02:35.886828+00:00,678,85,When you cry in space your tears stick to your face.,easy,True,left,left,Peter condition,left,5.064
2025-04-02T11:02:42.952526+00:00,678,84,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Peter condition,left,5.063
2025-04-02T11:02:42.952526+00:00,678,84,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Peter condition,left,5.063
2025-04-02T11:02:49.924678+00:00,678,83,The Eiffel Tower is located in Paris France.,easy,True,left,left,Peter condition,left,4.836
2025-04-02T11:02:49.924678+00:00,678,83,The Eiffel Tower is located in Paris France.,easy,True,left,left,Peter condition,left,4.836
2025-04-02T11:02:54.015259+00:00,678,82,The first successful human heart transplant was performed in 1967,hard,True,left,left,Peter condition,left,2.086
2025-04-02T11:02:54.015259+00:00,678,82,The first successful human heart transplant was performed in 1967,hard,True,left,left,Peter condition,left,2.086
2025-04-02T11:02:58.501625+00:00,678,81,The smallest volcano in the world is located in Hawaii.,hard,False,right,right,Peter condition,right,2.484
2025-04-02T11:02:58.501625+00:00,678,81,The smallest volcano in the world is located in Hawaii.,hard,False,right,right,Peter condition,right,2.484
2025-04-02T11:03:12.027771+00:00,678,80,Adolf Hitler was born in Australia.,easy,False,right,right,Jimmy condition,left,6.898
2025-04-02T11:03:12.027771+00:00,678,80,Adolf Hitler was born in Australia.,easy,False,right,right,Jimmy condition,left,6.898
2025-04-02T11:03:20.021347+00:00,678,79,The greenhouse effect influences Earth's temperature.,easy,True,left,left,Jimmy condition,left,5.474
2025-04-02T11:03:20.021347+00:00,678,79,The greenhouse effect influences Earth's temperature.,easy,True,left,left,Jimmy condition,left,5.474
2025-04-02T11:03:34.868364+00:00,678,78,Fossils destroy evidence of past life on Earth.,easy,False,right,right,Jimmy condition,left,12.794
2025-04-02T11:03:34.868364+00:00,678,78,Fossils destroy evidence of past life on Earth.,easy,False,right,right,Jimmy condition,left,12.794
2025-04-02T11:03:40.095815+00:00,678,77,The Sahara is the largest hot desert,easy,True,left,left,Jimmy condition,right,3.220
2025-04-02T11:03:40.095815+00:00,678,77,The Sahara is the largest hot desert,easy,True,left,left,Jimmy condition,right,3.220
2025-04-02T11:03:47.772908+00:00,678,76,The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,hard,False,right,right,Jimmy condition,left,5.270
2025-04-02T11:03:47.772908+00:00,678,76,The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,hard,False,right,right,Jimmy condition,left,5.270
2025-04-03T07:16:42.169334+00:00,123,v50,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,right,Peter condition,right,4.765
2025-04-03T07:16:42.169334+00:00,123,v50,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,right,Peter condition,right,4.765
2025-04-03T07:16:48.140209+00:00,123,v49,French is an official language in Canada.,easy,True,left,left,Peter condition,left,6.733
2025-04-03T07:16:48.140209+00:00,123,v49,French is an official language in Canada.,easy,True,left,left,Peter condition,left,6.733
2025-04-03T07:16:54.238410+00:00,123,v48,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,right,Peter condition,left,5.735
2025-04-03T07:16:54.238410+00:00,123,v48,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,right,Peter condition,left,5.735
2025-04-03T07:31:05.451266+00:00,123,v47,The first successful human heart transplant was performed in 1967,hard,True,left,right,Ryan condition,left,33.136
2025-04-03T07:31:05.451266+00:00,123,v47,The first successful human heart transplant was performed in 1967,hard,True,left,right,Ryan condition,left,33.136
2025-04-03T07:31:23.056311+00:00,q24e,v50,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,left,Ryan condition,right,
2025-04-03T07:31:23.056311+00:00,q24e,v50,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,left,Ryan condition,right,
2025-04-03T07:31:30.371239+00:00,q24e,v49,Coral reefs are located underwater.,easy,True,left,right,Ryan condition,left,
2025-04-03T07:31:30.371239+00:00,q24e,v49,Coral reefs are located underwater.,easy,True,left,right,Ryan condition,left,
2025-04-03T07:31:41.615371+00:00,q24e,v48,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Ryan condition,right,
2025-04-03T07:31:41.615371+00:00,q24e,v48,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Ryan condition,right,
2025-04-03T08:00:18.372286+00:00,321,v50,When you cry in space your tears stick to your face.,easy,True,left,left,Carl condition,none,0.651
2025-04-03T08:00:18.372286+00:00,321,v50,When you cry in space your tears stick to your face.,easy,True,left,left,Carl condition,none,2.651
2025-04-03T08:00:20.094183+00:00,321,v49,The Eiffel Tower is located in Paris France.,easy,True,left,left,Carl condition,none,-0.946
2025-04-03T08:00:20.094183+00:00,321,v49,The Eiffel Tower is located in Paris France.,easy,True,left,left,Carl condition,none,1.054
2025-04-03T08:00:21.755689+00:00,321,v48,Nutella is produced by the German company Ferrero.,easy,False,right,left,Carl condition,none,-0.956
2025-04-03T08:00:21.755689+00:00,321,v48,Nutella is produced by the German company Ferrero.,easy,False,right,left,Carl condition,none,1.044
2025-04-03T08:00:23.255980+00:00,321,v47,The first successful human heart transplant was performed in 1967,hard,True,left,left,Carl condition,none,-1.151
2025-04-03T08:00:23.255980+00:00,321,v47,The first successful human heart transplant was performed in 1967,hard,True,left,left,Carl condition,none,0.849
2025-04-03T08:00:24.805861+00:00,321,v46,Human digestion begins in the hand and ends in the large intestine,hard,False,right,left,Carl condition,none,-0.990
2025-04-03T08:00:24.805861+00:00,321,v46,Human digestion begins in the hand and ends in the large intestine,hard,False,right,left,Carl condition,none,1.010
2025-04-03T08:00:26.493175+00:00,321,v45,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Carl condition,none,-0.913
2025-04-03T08:00:26.493175+00:00,321,v45,"The three types of blood vessels in the human body are arteries, veins, and capillaries",hard,True,left,left,Carl condition,none,1.087
2025-04-03T08:00:28.006141+00:00,321,v44,The human digestive system breaks down food into nutrients.,hard,True,left,left,Carl condition,none,-1.119
2025-04-03T08:00:28.006141+00:00,321,v44,The human digestive system breaks down food into nutrients.,hard,True,left,left,Carl condition,none,0.881
2025-04-03T08:00:29.525585+00:00,321,v43,Coral reefs are located underwater.,easy,True,left,left,Carl condition,none,-1.048
2025-04-03T08:00:29.525585+00:00,321,v43,Coral reefs are located underwater.,easy,True,left,left,Carl condition,none,0.952
2025-04-03T08:00:31.095025+00:00,321,v42,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,left,Carl condition,none,-1.034
2025-04-03T08:00:31.095025+00:00,321,v42,The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer,hard,True,left,left,Carl condition,none,0.966
2025-04-03T08:00:32.605104+00:00,321,v41,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Carl condition,none,-1.072
2025-04-03T08:00:32.605104+00:00,321,v41,The electron configuration of an atom determines its physical properties.,hard,False,right,left,Carl condition,none,0.928
2025-04-03T08:00:33.922885+00:00,321,v40,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Carl condition,none,-1.286
2025-04-03T08:00:33.922885+00:00,321,v40,"Romanian belongs to the Romance language family shared with French, Spanish, Portuguese and Italian.",easy,True,left,left,Carl condition,none,0.714
2025-04-03T08:00:35.225469+00:00,321,v39,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,left,Carl condition,none,-1.215
2025-04-03T08:00:35.225469+00:00,321,v39,"""Ananas"" is mostly used as the word for Pineapple in other languages.",easy,True,left,left,Carl condition,none,0.785
2025-04-03T08:00:36.906239+00:00,321,v38,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Carl condition,none,-0.869
2025-04-03T08:00:36.906239+00:00,321,v38,The respiratory system prevents the exchange of gases between the body and the environment,hard,True,left,left,Carl condition,none,1.131
2025-04-03T08:00:38.456088+00:00,321,v37,The Sun is more massive than earth,easy,True,left,left,Carl condition,none,-1.153
2025-04-03T08:00:38.456088+00:00,321,v37,The Sun is more massive than earth,easy,True,left,left,Carl condition,none,0.847
2025-04-03T08:00:39.889443+00:00,321,v36,The color orange is named after the fruit.,easy,True,left,left,Carl condition,none,-1.135
2025-04-03T08:00:39.889443+00:00,321,v36,The color orange is named after the fruit.,easy,True,left,left,Carl condition,none,0.865
2025-04-03T08:00:41.377628+00:00,321,v35,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Carl condition,none,-1.097
2025-04-03T08:00:41.377628+00:00,321,v35,"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere",hard,False,right,left,Carl condition,none,0.903
2025-04-03T08:00:43.109321+00:00,321,v34,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,left,Carl condition,none,-0.883
2025-04-03T08:00:43.109321+00:00,321,v34,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,left,Carl condition,none,1.117
2025-04-03T08:00:44.923541+00:00,321,v33,The Sun rises from the North.,easy,False,right,left,Carl condition,none,-0.831
2025-04-03T08:00:44.923541+00:00,321,v33,The Sun rises from the North.,easy,False,right,left,Carl condition,none,1.169
2025-04-03T08:00:46.573884+00:00,321,v32,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Carl condition,none,-0.940
2025-04-03T08:00:46.573884+00:00,321,v32,The smallest volcano in the world is located in Hawaii.,hard,False,right,left,Carl condition,none,1.060
2025-04-03T08:00:48.106105+00:00,321,v31,French is an official language in Canada.,easy,True,left,left,Carl condition,none,-1.050
2025-04-03T08:00:48.106105+00:00,321,v31,French is an official language in Canada.,easy,True,left,left,Carl condition,none,0.950
2025-04-03T08:01:04.040164+00:00,321,v30,The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,hard,False,right,left,Ryan condition,right,1.414
2025-04-03T08:01:04.040164+00:00,321,v30,The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer,hard,False,right,left,Ryan condition,right,1.414
2025-04-03T08:01:05.791873+00:00,321,v29,Conduction is the transfer of heat through the stagnation of fluids or gases,hard,False,right,left,Ryan condition,left,0.867
2025-04-03T08:01:05.791873+00:00,321,v29,Conduction is the transfer of heat through the stagnation of fluids or gases,hard,False,right,left,Ryan condition,left,0.867
2025-04-03T08:01:07.689615+00:00,321,v1,The largest continent in the world is Asia.,easy,True,left,left,Ryan condition,left,1.179
2025-04-03T08:01:07.689615+00:00,321,v1,The largest continent in the world is Asia.,easy,True,left,left,Ryan condition,left,1.179
2025-04-03T08:01:09.241674+00:00,321,v28,The shortest river in the world is the Amazon River.,easy,False,right,left,Ryan condition,right,0.899
2025-04-03T08:01:09.241674+00:00,321,v28,The shortest river in the world is the Amazon River.,easy,False,right,left,Ryan condition,right,0.899
2025-04-03T08:01:11.056585+00:00,321,v27,"The water cycle includes evaporation, convection, precipitation, and collection.",hard,True,left,left,Ryan condition,left,0.915
2025-04-03T08:01:11.056585+00:00,321,v27,"The water cycle includes evaporation, convection, precipitation, and collection.",hard,True,left,left,Ryan condition,left,0.915
2025-04-03T08:01:13.590386+00:00,321,v2,Saturn's largest moon is Titan.,hard,True,left,left,Ryan condition,left,1.549
2025-04-03T08:01:13.590386+00:00,321,v2,Saturn's largest moon is Titan.,hard,True,left,left,Ryan condition,left,1.549
2025-04-03T08:01:15.176512+00:00,321,v26,The Krebs cycle is a series of chemical reactions that generate energy in cells.,hard,True,left,left,Ryan condition,left,0.919
2025-04-03T08:01:15.176512+00:00,321,v26,The Krebs cycle is a series of chemical reactions that generate energy in cells.,hard,True,left,left,Ryan condition,left,0.919
2025-04-03T08:01:16.822305+00:00,321,v25,The human skin is the body's largest organ.,easy,True,left,left,Ryan condition,left,1.017
2025-04-03T08:01:16.822305+00:00,321,v25,The human skin is the body's largest organ.,easy,True,left,left,Ryan condition,left,1.017
2025-04-03T08:01:18.325150+00:00,321,v24,Deposition is the rapid building up of Earth's surface by natural processes,hard,False,right,left,Ryan condition,left,0.916
2025-04-03T08:01:18.325150+00:00,321,v24,Deposition is the rapid building up of Earth's surface by natural processes,hard,False,right,left,Ryan condition,left,0.916
2025-04-03T08:01:20.022359+00:00,321,v23,Adolf Hitler was born in Australia.,easy,False,right,right,Ryan condition,right,1.031
2025-04-03T08:01:20.022359+00:00,321,v23,Adolf Hitler was born in Australia.,easy,False,right,right,Ryan condition,right,1.031
2025-04-03T08:01:21.705409+00:00,321,v22,The greenhouse effect influences Earth's temperature.,easy,True,left,right,Ryan condition,left,0.980
2025-04-03T08:01:21.705409+00:00,321,v22,The greenhouse effect influences Earth's temperature.,easy,True,left,right,Ryan condition,left,0.980
2025-04-03T08:01:23.273246+00:00,321,v21,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,hard,False,right,right,Ryan condition,right,0.949
2025-04-03T08:01:23.273246+00:00,321,v21,Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,hard,False,right,right,Ryan condition,right,0.949
2025-04-03T08:01:24.671726+00:00,321,v20,Chemical reactions involve the conservation of atoms to maintain old substances.,hard,False,right,right,Ryan condition,right,0.800
2025-04-03T08:01:24.671726+00:00,321,v20,Chemical reactions involve the conservation of atoms to maintain old substances.,hard,False,right,right,Ryan condition,right,0.800
2025-04-03T08:01:26.055010+00:00,321,v19,The Sahara is the largest hot desert,easy,True,left,right,Ryan condition,left,0.816
2025-04-03T08:01:26.055010+00:00,321,v19,The Sahara is the largest hot desert,easy,True,left,right,Ryan condition,left,0.816
2025-04-03T08:01:27.406484+00:00,321,v18,Cars need soap to run.,easy,False,right,right,Ryan condition,right,0.799
2025-04-03T08:01:27.406484+00:00,321,v18,Cars need soap to run.,easy,False,right,right,Ryan condition,right,0.799
2025-04-03T08:01:29.192265+00:00,321,v17,The Mona Lisa is a famous painting by Leonardo da Vinci.,easy,True,left,right,Ryan condition,left,1.231
2025-04-03T08:01:29.192265+00:00,321,v17,The Mona Lisa is a famous painting by Leonardo da Vinci.,easy,True,left,right,Ryan condition,left,1.231
2025-04-03T08:01:30.672610+00:00,321,v16,Apples are a type of fruit.,easy,True,left,right,Ryan condition,left,0.894
2025-04-03T08:01:30.672610+00:00,321,v16,Apples are a type of fruit.,easy,True,left,right,Ryan condition,left,0.894
2025-04-03T08:01:32.139169+00:00,321,v15,Fossils destroy evidence of past life on Earth.,easy,False,right,right,Ryan condition,left,0.901
2025-04-03T08:01:32.139169+00:00,321,v15,Fossils destroy evidence of past life on Earth.,easy,False,right,right,Ryan condition,left,0.901
2025-04-03T08:01:33.624567+00:00,321,v14,The process by which a solid turns directly into a gas is called sublimation,hard,True,left,right,Ryan condition,left,0.898
2025-04-03T08:01:33.624567+00:00,321,v14,The process by which a solid turns directly into a gas is called sublimation,hard,True,left,right,Ryan condition,left,0.898
2025-04-03T08:01:35.355420+00:00,321,v13,Mars has a thin atmosphere.,hard,True,left,right,Ryan condition,left,1.214
2025-04-03T08:01:35.355420+00:00,321,v13,Mars has a thin atmosphere.,hard,True,left,right,Ryan condition,left,1.214
2025-04-03T08:01:43.921205+00:00,321,v12,Osmosis is the prevention of water movement across a selectively permeable membrane.,hard,False,right,left,Ivan condition,left,1.046
2025-04-03T08:01:43.921205+00:00,321,v12,Osmosis is the prevention of water movement across a selectively permeable membrane.,hard,False,right,left,Ivan condition,left,1.046
2025-04-03T08:01:45.809564+00:00,321,v11,The planet Pluto has five known moons.,hard,True,left,left,Ivan condition,left,1.368
2025-04-03T08:01:45.809564+00:00,321,v11,The planet Pluto has five known moons.,hard,True,left,left,Ivan condition,left,1.368
2025-04-03T08:01:47.456178+00:00,321,v10,The sky is often cloudy when it's going to rain.,easy,True,left,left,Ivan condition,right,1.033
2025-04-03T08:01:47.456178+00:00,321,v10,The sky is often cloudy when it's going to rain.,easy,True,left,left,Ivan condition,right,1.033
2025-04-03T08:01:48.873229+00:00,321,v9,The coldest place on Earth is the equator.,easy,False,right,left,Ivan condition,right,0.881
2025-04-03T08:01:48.873229+00:00,321,v9,The coldest place on Earth is the equator.,easy,False,right,left,Ivan condition,right,0.881
2025-04-03T08:01:50.475541+00:00,321,v8,The Nile River is located in South America.,easy,False,right,left,Ivan condition,left,0.902
2025-04-03T08:01:50.475541+00:00,321,v8,The Nile River is located in South America.,easy,False,right,left,Ivan condition,left,0.902
2025-04-03T08:02:15.007062+00:00,234,v50,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,left,Carl condition,none,-1.168
2025-04-03T08:02:15.007062+00:00,234,v50,Light can exhibit neither wave-like nor particle-like properties.,hard,False,right,left,Carl condition,none,0.832
2025-04-03T08:02:16.321779+00:00,234,v49,Nutella is produced by the German company Ferrero.,easy,False,right,left,Carl condition,none,-1.185
2025-04-03T08:02:16.321779+00:00,234,v49,Nutella is produced by the German company Ferrero.,easy,False,right,left,Carl condition,none,0.815
2025-04-03T08:02:17.590204+00:00,234,v48,Human digestion begins in the hand and ends in the large intestine,hard,False,right,left,Carl condition,none,-1.248
